来源,内容
" Algebra and Trigonometry 2e Ch5 Key Concepts "," The vertex can be found from an equation representing a quadratic function. See Example 3. "
" Algebra and Trigonometry 2e Ch5 Key Concepts "," The domain of a quadratic function is all real numbers. The range varies with the function. See Example 4. "
" Algebra and Trigonometry 2e Ch5 Key Concepts "," A quadratic function’s minimum or maximum value is given by the y-value of the vertex. "
" Algebra and Trigonometry 2e Ch5 Key Concepts "," The minimum or maximum value of a quadratic function can be used to determine the range of the function and to solve many kinds of real-world problems, including problems involving area and revenue. See Example 5 and Example 6. "
" Algebra and Trigonometry 2e Ch5 Key Concepts "," The vertex and the intercepts can be identified and interpreted to solve real-world problems. See Example 9. "
" Algebra and Trigonometry 2e Ch5 Key Concepts "," A power function is a variable base raised to a number power. See Example 1. "
" Algebra and Trigonometry 2e Ch5 Key Concepts "," The behavior of a graph as the input decreases beyond bound and increases beyond bound is called the end behavior. "
" Algebra and Trigonometry 2e Ch5 Key Concepts "," The end behavior depends on whether the power is even or odd. See Example 2 and Example 3. "
" Algebra and Trigonometry 2e Ch5 Key Concepts "," A polynomial function is the sum of terms, each of which consists of a transformed power function with positive whole number power. See Example 4. "
" Algebra and Trigonometry 2e Ch5 Key Concepts "," The degree of a polynomial function is the highest power of the variable that occurs in a polynomial. The term containing the highest power of the variable is called the leading term. The coefficient of the leading term is called the leading coefficient. See Example 5. "
" Algebra and Trigonometry 2e Ch5 Key Concepts "," The end behavior of a polynomial function is the same as the end behavior of the power function represented by the leading term of the function. See Example 6 and Example 7. "
" Algebra and Trigonometry 2e Ch5 Key Concepts "," A polynomial of degree n will have at most n x-intercepts and at most n-1 turning points. See Example 8 and Example 9. "
" Algebra and Trigonometry 2e Ch5 Key Concepts "," Dividing one polynomial by another can be accomplished by using long division or synthetic division. See Example 10 and Example 11. "
" Algebra and Trigonometry 2e Ch5 Key Concepts "," The Remainder Theorem states that if a polynomial f(x) is divided by x−k, then the remainder is the value f(k). See Example 12. "
" Algebra and Trigonometry 2e Ch5 Key Concepts "," The Factor Theorem states that k is a zero of f(x) if and only if (x−k) is a factor of f(x). See Example 13. "
" Algebra and Trigonometry 2e Ch5 Key Concepts "," The Fundamental Theorem of Algebra states that a polynomial function with degree greater than 0 has at least one complex zero. See Example 14. "
" Algebra and Trigonometry 2e Ch5 Key Concepts "," The Linear Factorization Theorem states that a polynomial function of degree n has exactly n complex zeros, counting multiplicities. See Example 15. "
" Algebra and Trigonometry 2e Ch5 Key Concepts "," Descartes’ Rule of Signs can be used to determine the possible numbers of positive and negative real zeros of a polynomial function. See Example 16. "
" Algebra and Trigonometry 2e Ch5 Key Concepts "," The Rational Zero Theorem can be used to list all possible rational zeros of a polynomial function. See Example 17. "
" Algebra and Trigonometry 2e Ch5 Key Concepts "," Polynomial inequalities can be solved by using a sign chart. See Example 18. "
" Algebra and Trigonometry 2e Ch5 Key Concepts "," A rational function is a function of the form f(x)=p(x)/q(x), where p(x) and q(x) are polynomials and q(x)≠0. See Example 19. "
" Algebra and Trigonometry 2e Ch5 Key Concepts "," The domain of a rational function consists of all real numbers except those that make the denominator zero. See Example 20. "
" Algebra and Trigonometry 2e Ch5 Key Concepts "," Vertical asymptotes occur at the zeros of the denominator that are not zeros of the numerator. See Example 21. "
" Algebra and Trigonometry 2e Ch5 Key Concepts "," The end behavior of a rational function is determined by the degrees of the numerator and denominator. See Example 22 and Example 23. "
" Algebra and Trigonometry 2e Ch5 Key Concepts "," The graph of a rational function may cross its horizontal asymptote. See Example 24. "
" Algebra and Trigonometry 2e Ch6 Key Terms "," annual percentage rate (APR) - the yearly interest rate earned by an investment account, also called nominal rate "
" Algebra and Trigonometry 2e Ch6 Key Terms "," carrying capacity - in a logistic model, the limiting value of the output "
" Algebra and Trigonometry 2e Ch6 Key Terms "," change-of-base formula - a formula for converting a logarithm with any base to a quotient of logarithms with any other base. "
" Algebra and Trigonometry 2e Ch6 Key Terms "," common logarithm - the exponent to which 10 must be raised to get x; is written simply as log10(x) or log(x). "
" Algebra and Trigonometry 2e Ch6 Key Terms "," compound interest - interest earned on the total balance, not just the principal "
" Algebra and Trigonometry 2e Ch6 Key Terms "," doubling time - the time it takes for a quantity to double "
" Algebra and Trigonometry 2e Ch6 Key Terms "," exponential growth - a model that grows by a rate proportional to the amount present "
" Algebra and Trigonometry 2e Ch6 Key Terms "," extraneous solution - a solution introduced while solving an equation that does not satisfy the conditions of the original equation "
" Algebra and Trigonometry 2e Ch6 Key Terms "," half-life - the length of time it takes for a substance to exponentially decay to half of its original quantity "
" Algebra and Trigonometry 2e Ch6 Key Terms "," logarithm - the exponent to which b must be raised to get x; written as y=logb(x) "
" Algebra and Trigonometry 2e Ch6 Key Terms "," logistic growth model - a function of the form f(x)=c/(1+ae^{-bx}) where c/(1+a) is the initial value, c is the carrying capacity, or limiting value, and b is a constant determined by the rate of growth "
" Algebra and Trigonometry 2e Ch6 Key Terms "," natural logarithm - the exponent to which the number e must be raised to get x; is written as loge(x) or ln(x). "
" Algebra and Trigonometry 2e Ch6 Key Terms "," Newton’s Law of Cooling - the scientific formula for temperature as a function of time as an object’s temperature is equalized with the ambient temperature "
" Algebra and Trigonometry 2e Ch6 Key Terms "," nominal rate - the yearly interest rate earned by an investment account, also called annual percentage rate "
" Algebra and Trigonometry 2e Ch6 Key Terms "," order of magnitude - the power of ten, when a number is expressed in scientific notation, with one non-zero digit to the left of the decimal "
" Algebra and Trigonometry 2e Ch6 Key Terms "," power rule for logarithms - a rule of logarithms that states that the log of a power is equal to the product of the exponent and the log of its base "
" Algebra and Trigonometry 2e Ch6 Key Terms "," product rule for logarithms - a rule of logarithms that states that the log of a product is equal to a sum of logarithms "
" Algebra and Trigonometry 2e Ch6 Key Terms "," quotient rule for logarithms - a rule of logarithms that states that the log of a quotient is equal to a difference of logarithms "
" Algebra and Trigonometry 2e Ch6 Key Concepts "," An exponential function is defined as a function with a positive constant other than 1 raised to a variable exponent. See Example 1. "
" Algebra and Trigonometry 2e Ch6 Key Concepts "," A function is evaluated by solving at a specific value. See Example 2 and Example 3. "
" Algebra and Trigonometry 2e Ch6 Key Concepts "," An exponential model can be found when the growth rate and initial value are known. See Example 4. "
" Algebra and Trigonometry 2e Ch6 Key Concepts "," An exponential model can be found when the two data points from the model are known. See Example 5. "
" Algebra and Trigonometry 2e Ch6 Key Concepts "," An exponential model can be found using two data points from the graph of the model. See Example 6. "
" Algebra and Trigonometry 2e Ch6 Key Concepts "," An exponential model can be found using two data points from the graph and a calculator. See Example 7. "
" Algebra and Trigonometry 2e Ch6 Key Concepts "," The value of an account at any time t can be calculated using the compound interest formula when the principal, annual interest rate, and compounding periods are known. See Example 8. "
" Algebra and Trigonometry 2e Ch6 Key Concepts "," The initial investment of an account can be found using the compound interest formula when the value of the account, annual interest rate, compounding periods, and life span of the account are known. See Example 9. "
" Algebra and Trigonometry 2e Ch6 Key Concepts "," The number e is a mathematical constant often used as the base of real world exponential growth and decay models. Its decimal approximation is e≈2.718282. "
" Algebra and Trigonometry 2e Ch6 Key Concepts "," Scientific and graphing calculators have the key [e^x] or [exp(x)] for calculating powers of e. See Example 10. "
" Algebra and Trigonometry 2e Ch6 Key Concepts "," Continuous growth or decay models are exponential models that use e as the base. Continuous growth and decay models can be found when the initial value and growth or decay rate are known. See Example 11 and Example 12. "
" Algebra and Trigonometry 2e Ch6 Key Concepts "," The graph of the function f(x)=b^x has a y-intercept at (0,1), domain (−∞,∞), range (0,∞), and horizontal asymptote y=0. See Example 1. "
" Algebra and Trigonometry 2e Ch6 Key Concepts "," If b>1, the function is increasing. The left tail of the graph will approach the asymptote y=0, and the right tail will increase without bound. "
" Algebra and Trigonometry 2e Ch6 Key Concepts "," If 0<b<1, the function is decreasing. The left tail of the graph will increase without bound, and the right tail will approach the asymptote y=0. "
" Algebra and Trigonometry 2e Ch6 Key Concepts "," The equation f(x)=b^x + d can be used to shift the graph vertically. See Example 2. "
" Algebra and Trigonometry 2e Ch6 Key Concepts "," The equation f(x)=b^{x+c} can be used to shift the graph horizontally. See Example 3. "
" Algebra and Trigonometry 2e Ch6 Key Concepts "," The equation f(x)=ab^x can be used to stretch or compress the graph vertically. See Example 4. "
" Algebra and Trigonometry 2e Ch6 Key Concepts "," The equation y=logb(x) is the logarithmic function with base b. It is the inverse of the exponential function y=b^x. See Example 5. "
" Algebra and Trigonometry 2e Ch6 Key Concepts "," The common logarithm has base 10 and is written as y=log(x). The natural logarithm has base e and is written as y=ln(x). See Example 6. "
" Algebra and Trigonometry 2e Ch6 Key Concepts "," The product rule for logarithms states that logb(MN)=logb(M)+logb(N). See Example 7. "
" Algebra and Trigonometry 2e Ch6 Key Concepts "," The quotient rule for logarithms states that logb(M/N)=logb(M)−logb(N). See Example 8. "
" Algebra and Trigonometry 2e Ch6 Key Concepts "," The power rule for logarithms states that logb(M^p)=p logb(M). See Example 9. "
" Algebra and Trigonometry 2e Ch6 Key Concepts "," The change-of-base formula can be used to evaluate a logarithm with any base. See Example 10. "
" Algebra and Trigonometry 2e Ch6 Key Concepts "," Logarithmic equations can be solved by rewriting them in exponential form. See Example 11 and Example 12. "
" Algebra and Trigonometry 2e Ch6 Key Concepts "," Exponential equations can be solved by taking the logarithm of both sides. See Example 13 and Example 14. "
" Algebra and Trigonometry 2e Ch6 Key Concepts "," The logistic growth model can be used to model population growth that approaches a carrying capacity. See Example 15. "
" Algebra and Trigonometry 2e Ch7 Key Terms "," adjacent side - in a right triangle, the side between a given angle and the right angle "
" Algebra and Trigonometry 2e Ch7 Key Terms "," angle - the union of two rays having a common endpoint "
" Algebra and Trigonometry 2e Ch7 Key Terms "," angle of depression - the angle between the horizontal and the line from the object to the observer’s eye, assuming the object is positioned lower than the observer "
" Algebra and Trigonometry 2e Ch7 Key Terms "," angle of elevation - the angle between the horizontal and the line from the object to the observer’s eye, assuming the object is positioned higher than the observer "
" Algebra and Trigonometry 2e Ch7 Key Terms "," angular speed - the angle through which a rotating object travels in a unit of time "
" Algebra and Trigonometry 2e Ch7 Key Terms "," arc length - the length of the curve formed by an arc "
" Algebra and Trigonometry 2e Ch7 Key Terms "," area of a sector - area of a portion of a circle bordered by two radii and the intercepted arc; the fraction θ/2π multiplied by the area of the entire circle "
" Algebra and Trigonometry 2e Ch7 Key Terms "," cosecant - the reciprocal of the sine function: on the unit circle, csc t = 1/y, y≠0 "
" Algebra and Trigonometry 2e Ch7 Key Terms "," cosine function - the x-value of the point on a unit circle corresponding to a given angle "
" Algebra and Trigonometry 2e Ch7 Key Terms "," cotangent - the reciprocal of the tangent function: on the unit circle, cot t = x/y, y≠0 "
" Algebra and Trigonometry 2e Ch7 Key Terms "," coterminal angles - description of positive and negative angles in standard position sharing the same terminal side "
" Algebra and Trigonometry 2e Ch7 Key Terms "," degree - a unit of measure describing the size of an angle as one-360th of a full revolution of a circle "
" Algebra and Trigonometry 2e Ch7 Key Terms "," hypotenuse - the side of a right triangle opposite the right angle "
" Algebra and Trigonometry 2e Ch7 Key Terms "," identities - statements that are true for all values of the input on which they are defined "
" Algebra and Trigonometry 2e Ch7 Key Terms "," initial side - the side of an angle from which rotation begins "
" Algebra and Trigonometry 2e Ch7 Key Terms "," linear speed - the distance along a straight path a rotating object travels in a unit of time; determined by the arc length "
" Algebra and Trigonometry 2e Ch7 Key Terms "," measure of an angle - the amount of rotation from the initial side to the terminal side "
" Algebra and Trigonometry 2e Ch7 Key Terms "," negative angle - description of an angle measured clockwise from the positive x-axis "
" Algebra and Trigonometry 2e Ch7 Key Terms "," opposite side - in a right triangle, the side most distant from a given angle "
" Algebra and Trigonometry 2e Ch7 Key Terms "," period - the smallest interval P of a repeating function f such that f(x+P)=f(x) "
" Algebra and Trigonometry 2e Ch7 Key Terms "," positive angle - description of an angle measured counterclockwise from the positive x-axis "
" Algebra and Trigonometry 2e Ch7 Key Terms "," Pythagorean Identity - a corollary of the Pythagorean Theorem stating that the square of the cosine of a given angle plus the square of the sine of that angle equals 1 "
" Algebra and Trigonometry 2e Ch7 Key Terms "," quadrantal angle - an angle whose terminal side lies on an axis "
" Algebra and Trigonometry 2e Ch7 Key Terms "," radian - the measure of a central angle of a circle that intercepts an arc equal in length to the radius of that circle "
" Algebra and Trigonometry 2e Ch7 Key Terms "," radian measure - the ratio of the arc length formed by an angle divided by the radius of the circle "
" Algebra and Trigonometry 2e Ch7 Key Terms "," ray - one point on a line and all points extending in one direction from that point; one side of an angle "
" Algebra and Trigonometry 2e Ch7 Key Terms "," reference angle - the measure of the acute angle formed by the terminal side of the angle and the horizontal axis "
" Algebra and Trigonometry 2e Ch7 Key Terms "," secant - the reciprocal of the cosine function: on the unit circle, sec t = 1/x, x≠0 "
" Algebra and Trigonometry 2e Ch7 Key Terms "," sine function - the y-value of the point on a unit circle corresponding to a given angle "
" Algebra and Trigonometry 2e Ch7 Key Terms "," standard position - the position of an angle having the vertex at the origin and the initial side along the positive x-axis "
" Algebra and Trigonometry 2e Ch7 Key Terms "," tangent - the quotient of the sine and cosine: on the unit circle, tan t = y/x, x≠0 "
" Algebra and Trigonometry 2e Ch7 Key Terms "," terminal side - the side of an angle at which rotation ends "
" Algebra and Trigonometry 2e Ch7 Key Terms "," unit circle - a circle with a center at (0,0) and radius 1 "
" Algebra and Trigonometry 2e Ch7 Key Terms "," vertex - the common endpoint of two rays that form an angle "
" Algebra and Trigonometry 2e Ch7 Key Concepts "," An angle is formed from the union of two rays, by keeping the initial side fixed and rotating the terminal side. The amount of rotation determines the measure of the angle. "
" Algebra and Trigonometry 2e Ch7 Key Concepts "," An angle is in standard position if its vertex is at the origin and its initial side lies along the positive x-axis. A positive angle is measured counterclockwise from the initial side and a negative angle is measured clockwise. "
" Algebra and Trigonometry 2e Ch7 Key Concepts "," To draw an angle in standard position, draw the initial side along the positive x-axis and then place the terminal side according to the fraction of a full rotation the angle represents. See Example 1. "
" Algebra and Trigonometry 2e Ch7 Key Concepts "," In addition to degrees, the measure of an angle can be described in radians. See Example 2. "
" Algebra and Trigonometry 2e Ch7 Key Concepts "," To convert between degrees and radians, use the proportion θ/180 = θ_R/π. See Example 3 and Example 4. "
" Algebra and Trigonometry 2e Ch7 Key Concepts "," Two angles that have the same terminal side are called coterminal angles. "
" Algebra and Trigonometry 2e Ch7 Key Concepts "," We can find coterminal angles by adding or subtracting 360° or 2π. See Example 5 and Example 6. "
" Algebra and Trigonometry 2e Ch7 Key Concepts "," Coterminal angles can be found using radians just as they are for degrees. See Example 7. "
" Algebra and Trigonometry 2e Ch7 Key Concepts "," The length of a circular arc is a fraction of the circumference of the entire circle. See Example 8. "
" Algebra and Trigonometry 2e Ch7 Key Concepts "," The area of sector is a fraction of the area of the entire circle. See Example 9. "
" Algebra and Trigonometry 2e Ch7 Key Concepts "," An object moving in a circular path has both linear and angular speed. "
" Algebra and Trigonometry 2e Ch7 Key Concepts "," The angular speed of an object traveling in a circular path is the measure of the angle through which it turns in a unit of time. See Example 10. "
" Algebra and Trigonometry 2e Ch7 Key Concepts "," The linear speed of an object traveling along a circular path is the distance it travels in a unit of time. See Example 11. "
" Algebra and Trigonometry 2e Ch7 Key Concepts "," We can define trigonometric functions as ratios of the side lengths of a right triangle. See Example 1. "
" Algebra and Trigonometry 2e Ch7 Key Concepts "," The same side lengths can be used to evaluate the trigonometric functions of either acute angle in a right triangle. See Example 2. "
" Algebra and Trigonometry 2e Ch7 Key Concepts "," We can evaluate the trigonometric functions of special angles, knowing the side lengths of the triangles in which they occur. See Example 3. "
" Algebra and Trigonometry 2e Ch7 Key Concepts "," Any two complementary angles could be the two acute angles of a right triangle. "
" Algebra and Trigonometry 2e Ch7 Key Concepts "," If two angles are complementary, the cofunction identities state that the sine of one equals the cosine of the other and vice versa. See Example 4. "
" Algebra and Trigonometry 2e Ch7 Key Concepts "," We can use trigonometric functions of an angle to find unknown side lengths. "
" Algebra and Trigonometry 2e Ch7 Key Concepts "," Select the trigonometric function representing the ratio of the unknown side to the known side. See Example 5. "
" Algebra and Trigonometry 2e Ch8 Key Terms "," amplitude - the vertical height of a function; the constant A appearing in the definition of a sinusoidal function "
" Algebra and Trigonometry 2e Ch8 Key Terms "," arccosine - another name for the inverse cosine; arccos x = cos^{-1}x "
" Algebra and Trigonometry 2e Ch8 Key Terms "," arcsine - another name for the inverse sine; arcsin x = sin^{-1}x "
" Algebra and Trigonometry 2e Ch8 Key Terms "," arctangent - another name for the inverse tangent; arctan x = tan^{-1}x "
" Algebra and Trigonometry 2e Ch8 Key Terms "," inverse cosine function - the function which is the inverse of the cosine function and the angle that has a cosine equal to a given number, cos^{-1}x "
" Algebra and Trigonometry 2e Ch8 Key Terms "," inverse sine function - the function which is the inverse of the sine function and the angle that has a sine equal to a given number, sin^{-1}x "
" Algebra and Trigonometry 2e Ch8 Key Terms "," inverse tangent function - the function which is the inverse of the tangent function and the angle that has a tangent equal to a given number, tan^{-1}x "
" Algebra and Trigonometry 2e Ch8 Key Terms "," midline - the horizontal line y = D, where D appears in the general form of a sinusoidal function "
" Algebra and Trigonometry 2e Ch8 Key Terms "," periodic function - a function f(x) that satisfies f(x+P)=f(x) for a specific constant P and any value of x "
" Algebra and Trigonometry 2e Ch8 Key Terms "," phase shift - the horizontal displacement of the basic sine or cosine function; the constant C/B "
" Algebra and Trigonometry 2e Ch8 Key Terms "," sinusoidal function - any function that can be expressed in the form f(x)=A sin(Bx−C)+D or f(x)=A cos(Bx−C)+D "
" Algebra and Trigonometry 2e Ch8 Key Concepts "," Periodic functions repeat after a given value. The smallest such value is the period. The basic sine and cosine functions have a period of 2π. "
" Algebra and Trigonometry 2e Ch8 Key Concepts "," The function sin x is odd, so its graph is symmetric about the origin. The function cos x is even, so its graph is symmetric about the y-axis. "
" Algebra and Trigonometry 2e Ch8 Key Concepts "," The graph of a sinusoidal function has the same general shape as a sine or cosine function. "
" Algebra and Trigonometry 2e Ch8 Key Concepts "," In the general formula for a sinusoidal function, the period is P = 2π/"
" Algebra and Trigonometry 2e Ch8 Key Concepts "," In the general formula for a sinusoidal function, "
" Algebra and Trigonometry 2e Ch8 Key Concepts "," The value C/B in the general formula for a sinusoidal function indicates the phase shift. See Example 3. "
" Algebra and Trigonometry 2e Ch8 Key Concepts "," The value D in the general formula for a sinusoidal function indicates the vertical shift from the midline. See Example 4. "
" Algebra and Trigonometry 2e Ch8 Key Concepts "," Combinations of variations of sinusoidal functions can be detected from an equation. See Example 5. "
" Algebra and Trigonometry 2e Ch8 Key Concepts "," The equation for a sinusoidal function can be determined from a graph. See Example 6 and Example 7. "
" Algebra and Trigonometry 2e Ch8 Key Concepts "," A function can be graphed by identifying its amplitude and period. See Example 8 and Example 9. "
" Algebra and Trigonometry 2e Ch8 Key Concepts "," A function can also be graphed by identifying its amplitude, period, phase shift, and horizontal shift. See Example 10. "
" Algebra and Trigonometry 2e Ch8 Key Concepts "," Sinusoidal functions can be used to solve real-world problems. See Example 11, Example 12, and Example 13. "
" Algebra and Trigonometry 2e Ch8 Key Concepts "," The tangent function has period π. "
" Algebra and Trigonometry 2e Ch8 Key Concepts "," f(x)=A tan(Bx−C)+D is a tangent with vertical and/or horizontal stretch/compression and shift. See Example 1, Example 2, and Example 3. "
" Algebra and Trigonometry 2e Ch8 Key Concepts "," The reciprocal trigonometric functions are cosecant, secant, and cotangent. See Example 4. "
" Algebra and Trigonometry 2e Ch8 Key Concepts "," The inverse sine, cosine, and tangent functions are denoted as sin^{-1}x, cos^{-1}x, and tan^{-1}x, respectively. See Example 5. "
" Algebra and Trigonometry 2e Ch9 Key Terms "," double-angle formulas - identities derived from the sum formulas for sine, cosine, and tangent in which the angles are equal "
" Algebra and Trigonometry 2e Ch9 Key Terms "," even-odd identities - set of equations involving trigonometric functions such that if f(−x)=−f(x), the identity is odd, and if f(−x)=f(x), the identity is even "
" Algebra and Trigonometry 2e Ch9 Key Terms "," half-angle formulas - identities derived from the reduction formulas and used to determine half-angle values of trigonometric functions "
" Algebra and Trigonometry 2e Ch9 Key Terms "," product-to-sum formula - a trigonometric identity that allows the writing of a product of trigonometric functions as a sum or difference of trigonometric functions "
" Algebra and Trigonometry 2e Ch9 Key Terms "," Pythagorean identities - set of equations involving trigonometric functions based on the right triangle properties "
" Algebra and Trigonometry 2e Ch9 Key Terms "," quotient identities - pair of identities based on the fact that tangent is the ratio of sine and cosine, and cotangent is the ratio of cosine and sine "
" Algebra and Trigonometry 2e Ch9 Key Terms "," reciprocal identities - set of equations involving the reciprocals of basic trigonometric definitions "
" Algebra and Trigonometry 2e Ch9 Key Terms "," reduction formulas - identities derived from the double-angle formulas and used to reduce the power of a trigonometric function "
" Algebra and Trigonometry 2e Ch9 Key Terms "," sum-to-product formula - a trigonometric identity that allows, by using substitution, the writing of a sum of trigonometric functions as a product of trigonometric functions "
" Algebra and Trigonometry 2e Ch9 Key Concepts "," There are multiple ways to represent a trigonometric expression. Verifying the identities illustrates how expressions can be rewritten to simplify a problem. "
" Algebra and Trigonometry 2e Ch9 Key Concepts "," Graphing both sides of an identity will verify it. See Example 1. "
" Algebra and Trigonometry 2e Ch9 Key Concepts "," Simplifying one side of the equation to equal the other side is another method for verifying an identity. See Example 2 and Example 3. "
" Algebra and Trigonometry 2e Ch9 Key Concepts "," The approach to verifying an identity depends on the nature of the identity. It is often useful to begin on the more complex side of the equation. See Example 4. "
" Algebra and Trigonometry 2e Ch9 Key Concepts "," We can create an identity and then verify it. See Example 5. "
" Algebra and Trigonometry 2e Ch9 Key Concepts "," Verifying an identity may involve algebra with the fundamental identities. See Example 6 and Example 7. "
" Algebra and Trigonometry 2e Ch9 Key Concepts "," Algebraic techniques can be used to simplify trigonometric expressions. We use algebraic techniques throughout this text, as they consist of the fundamental rules of mathematics. See Example 8, Example 9, and Example 10. "
" Algebra and Trigonometry 2e Ch9 Key Concepts "," The sum formula for cosines states that the cosine of the sum of two angles equals the product of the cosines of the angles minus the product of the sines of the angles. The difference formula for cosines states that the cosine of the difference of two angles equals the product of the cosines of the angles plus the product of the sines of the angles. "
" Algebra and Trigonometry 2e Ch9 Key Concepts "," The sum and difference formulas can be used to find the exact values of the sine, cosine, or tangent of an angle. See Example 1 and Example 2. "
" Algebra and Trigonometry 2e Ch9 Key Concepts "," The sum formula for sines states that the sine of the sum of two angles equals the product of the sine of the first angle and cosine of the second angle plus the product of the cosine of the first angle and the sine of the second angle. The difference formula for sines states that the sine of the difference of two angles equals the product of the sine of the first angle and cosine of the second angle minus the product of the cosine of the first angle and the sine of the second angle. "
" Algebra and Trigonometry 2e Ch9 Key Concepts "," The sum and difference formulas for tangent can be derived from the sum and difference formulas for sine and cosine. See Example 3. "
" Algebra and Trigonometry 2e Ch9 Key Concepts "," The double-angle formulas are a special case of the sum formulas where α=β. They can be used to find the exact values of double angles. See Example 4. "
" Algebra and Trigonometry 2e Ch9 Key Concepts "," The half-angle formulas can be derived from the reduction formulas and can be used to find the exact values of half angles. See Example 5. "
" Algebra and Trigonometry 2e Ch9 Key Concepts "," The product-to-sum formulas can be used to rewrite products of trigonometric functions as sums. See Example 6. "
" Algebra and Trigonometry 2e Ch9 Key Concepts "," The sum-to-product formulas can be used to rewrite sums of trigonometric functions as products. See Example 7. "
" Algebra and Trigonometry 2e Ch10 Key Terms "," altitude - a perpendicular line from one vertex of a triangle to the opposite side, or in the case of an obtuse triangle, to the line containing the opposite side, forming two right triangles "
" Algebra and Trigonometry 2e Ch10 Key Terms "," ambiguous case - a scenario in which more than one triangle is a valid solution for a given oblique SSA triangle "
" Algebra and Trigonometry 2e Ch10 Key Terms "," Archimedes’ spiral - a polar curve given by r=θ. When multiplied by a constant, the equation appears as r=aθ. As θ increases, the curve continues to widen in a spiral path over the domain. "
" Algebra and Trigonometry 2e Ch10 Key Terms "," argument - the angle associated with a complex number; the angle between the line from the origin to the point and the positive real axis "
" Algebra and Trigonometry 2e Ch10 Key Terms "," cardioid - a member of the limaçon family of curves, named for its resemblance to a heart; its equation is given as r=a±b cosθ and r=a±b sinθ where a/b=1 "
" Algebra and Trigonometry 2e Ch10 Key Terms "," convex limaҫon - a type of one-loop limaçon represented by r=a±b cosθ and r=a±b sinθ such that a/b≥2 "
" Algebra and Trigonometry 2e Ch10 Key Terms "," De Moivre’s Theorem - formula used to find the nth power or nth roots of a complex number; states that, for a positive integer n, z^n is found by raising the modulus to the nth power and multiplying the angles by n "
" Algebra and Trigonometry 2e Ch10 Key Terms "," dimpled limaҫon - a type of one-loop limaçon represented by r=a±b cosθ and r=a±b sinθ such that 1<a/b<2 "
" Algebra and Trigonometry 2e Ch10 Key Terms "," inner-loop limaçon - a type of limaçon represented by r=a±b cosθ and r=a±b sinθ such that a/b<1 "
" Algebra and Trigonometry 2e Ch10 Key Terms "," limaçon - the graph of the equation r=a+b sinθ or r=a+b cosθ. If a=b, the graph is a cardioid; if a<b, there is an inner loop; if a>b, the graph is dimpled or convex; does not pass through the pole "
" Algebra and Trigonometry 2e Ch10 Key Terms "," parameter - a variable, often representing time, upon which x and y are both dependent "
" Algebra and Trigonometry 2e Ch10 Key Terms "," polar axis - on the polar grid, the equivalent of the positive x-axis on the rectangular grid "
" Algebra and Trigonometry 2e Ch10 Key Terms "," polar coordinates - on the polar grid, the coordinates of a point labeled (r,θ), where θ indicates the angle of rotation from the polar axis and r represents the radius, or the distance of the point from the pole in the direction of θ "
" Algebra and Trigonometry 2e Ch10 Key Terms "," polar equation - an equation describing a curve on the polar grid. "
" Algebra and Trigonometry 2e Ch10 Key Terms "," polar form of a complex number - a complex number expressed in terms of an angle θ and its distance from the origin r; can be found by using conversion formulas x=r cosθ, y=r sinθ, and r=√(x^2+y^2) "
" Algebra and Trigonometry 2e Ch10 Key Terms "," pole - the origin of the polar grid "
" Algebra and Trigonometry 2e Ch10 Key Terms "," resultant - a vector that results from addition or subtraction of two vectors, or from scalar multiplication "
" Algebra and Trigonometry 2e Ch10 Key Terms "," rose curve - a polar equation resembling a flower, given by the equations r=a cos(nθ) and r=a sin(nθ); when n is even there are 2n petals, and when n is odd there are n petals. "
" Algebra and Trigonometry 2e Ch10 Key Terms "," scalar - a quantity associated with magnitude but not direction; a constant "
" Algebra and Trigonometry 2e Ch10 Key Terms "," scalar multiplication - the product of a constant and each component of a vector "
" Algebra and Trigonometry 2e Ch10 Key Terms "," standard position - the placement of a vector with the initial point at (0,0) and the terminal point (a,b), represented by the change in the x-coordinates and the change in the y-coordinates of the original vector "
" Algebra and Trigonometry 2e Ch10 Key Terms "," terminal point - the end point of a vector, usually represented by an arrow indicating its direction "
" Algebra and Trigonometry 2e Ch10 Key Terms "," unit vector - a vector that begins at the origin and has magnitude of 1; the horizontal unit vector runs along the x-axis and is defined as i_ and the vertical unit vector runs along the y-axis and is defined as j_ "
" Algebra and Trigonometry 2e Ch10 Key Terms "," vector - a quantity that has both magnitude and direction; typically represented by a directed line segment "
" Algebra and Trigonometry 2e Ch10 Key Concepts "," The Law of Sines can be used to solve oblique triangles, which are non-right triangles. "
" Algebra and Trigonometry 2e Ch10 Key Concepts "," According to the Law of Sines, the ratio of the measurement of one of the angles to the length of its opposite side equals the other two ratios of angle measure to opposite side. "
" Algebra and Trigonometry 2e Ch10 Key Concepts "," There are three possible cases: ASA, AAS, SSA. Depending on the information given, we can choose the appropriate equation to find the requested solution. See Example 1. "
" Algebra and Trigonometry 2e Ch10 Key Concepts "," The ambiguous case arises when an oblique triangle can have different outcomes. "
" Algebra and Trigonometry 2e Ch10 Key Concepts "," There are three possible cases that arise from SSA arrangement—a single solution, two possible solutions, and no solution. See Example 2 and Example 3. "
" Algebra and Trigonometry 2e Ch10 Key Concepts "," The Law of Sines can be used to solve triangles with given criteria. See Example 4. "
